@relation QueryResult

@attribute Year numeric
@attribute Month numeric
@attribute Day numeric
@attribute WeekDay numeric
@attribute Comments numeric
@attribute Price numeric
@attribute StockQuantity numeric
@attribute SalesQuantity numeric

@data
2014,5,21,2,13.888888,5.99,21197,155
2014,5,22,3,15,5.99,21282,169
2014,5,23,4,16.722222,5.99,21328,144
2014,5,24,5,16.555555,5.99,21184,145
2014,5,25,6,18.055555,5.99,21039,154
2014,5,27,1,16.972222,5.99,21188,232
2014,5,28,2,16.722222,5.99,21189,162
2014,5,29,3,17.5,5.99,21237,139
2014,5,30,4,13.277777,5.99,21310,141
2014,5,31,5,15.861111,5.99,21169,169
2014,6,1,6,15.861111,5.99,21000,215
2014,6,2,0,14.388888,5.99,21032,176
2014,6,3,1,15,5.99,21068,141
2014,6,4,2,16.722222,5.99,21139,141
2014,6,5,3,16.416666,5.99,21224,155
2014,6,6,4,16.111111,5.99,21291,151
2014,6,7,5,17.222222,5.99,21140,164
2014,6,8,6,23.055555,5.99,20976,193
2014,6,9,0,21.111111,5.99,21061,207
2014,6,10,1,17.777777,5.99,21115,190
2014,6,11,2,17.222222,5.99,21151,155
2014,6,12,3,16.722222,5.99,21229,162
2014,6,13,4,16.166666,5.99,21265,127
2014,6,14,5,17.75,5.99,21138,152
2014,6,15,6,16.722222,5.99,20986,163
2014,6,16,0,15.305555,5.99,21079,185
2014,6,17,1,17.222222,5.99,21136,171
2014,6,18,2,20.555555,5.99,21154,118
2014,6,19,3,16.722222,5.99,21252,145
2014,6,20,4,19.694444,5.99,21324,146
2014,6,21,5,16.166666,5.99,21178,178
2014,6,22,6,15.305555,5.99,21000,191
2014,6,23,0,16.111111,5.99,21083,203
2014,6,24,1,19.138888,5.99,21122,171
2014,6,25,2,17.777777,5.99,21193,171
2014,6,26,3,17.222222,5.99,21230,137
2014,6,27,4,16.361111,5.99,21296,132
2014,6,28,5,18.138888,5.99,21164,152
2014,6,29,6,21.166666,5.99,21012,182
2014,6,30,0,22,5.99,21066,165
2014,7,1,1,17.777777,5.99,21129,157
2014,7,2,2,16.722222,5.99,21252,209
2014,7,3,3,17.222222,5.99,21309,195
2014,7,5,5,17.75,5.99,21114,174
2014,7,6,6,18.583333,5.99,21230,219
2014,7,7,0,18.277777,5.99,21262,180
2014,7,8,1,17.777777,5.99,21331,178
2014,7,9,2,18.277777,5.99,21388,164
2014,7,10,3,18.277777,5.99,21483,188
2014,7,11,4,17,5.99,21548,182
2014,7,12,5,15.805555,5.99,21366,143
2014,7,13,6,18.277777,5.99,21223,164
2014,7,14,0,21.111111,5.99,21306,176
2014,7,15,1,22.222222,5.99,21350,149
2014,7,16,2,18.888888,5.99,21417,145
2014,7,17,3,18.583333,5.99,21493,150
2014,7,18,4,17.222222,5.99,21549,135
2014,7,19,5,18.638888,5.99,21414,153
2014,7,20,6,18.888888,5.99,21261,195
2014,7,21,0,18.277777,5.99,21322,185
2014,7,22,1,18.583333,5.99,21365,157
2014,7,23,2,18.277777,5.99,21408,129
2014,7,24,3,21.111111,5.99,21486,136
2014,7,25,4,23.583333,5.99,21510,89
2014,7,26,5,21.722222,5.99,21421,141
2014,7,27,6,20,5.99,21280,149
2014,7,28,0,19.138888,5.99,21347,145
2014,7,29,1,20,5.99,21433,160
2014,7,30,2,18,5.99,21481,137
2014,7,31,3,18.027777,5.99,21552,137
2014,8,1,4,19.138888,5.99,21618,132
2014,8,2,5,16.861111,5.99,21486,153
2014,8,3,6,16.111111,5.99,21617,213
2014,8,4,0,16.722222,5.99,21654,179
2014,8,5,1,18.888888,5.99,21699,153
2014,8,6,2,20,5.99,21766,149
2014,8,7,3,17.222222,5.99,21876,188
2014,8,8,4,17.777777,5.99,21910,151
2014,8,9,5,16.555555,5.99,21759,161
2014,8,10,6,17,5.99,21598,238
2014,8,11,0,18,5.99,21635,204
2014,8,12,1,18.277777,5.99,21659,157
2014,8,13,2,18.888888,5.99,21759,186
2014,8,14,3,19.388888,5.99,21790,146
2014,8,15,4,17.777777,5.99,21833,118
2014,8,16,5,18,5.99,21715,190
2014,8,17,6,16.861111,5.99,21525,241
2014,8,18,0,16.111111,5.99,21571,216
2014,8,19,1,17.5,5.99,21616,190
2014,8,20,2,17.222222,5.99,21658,161
2014,8,21,3,18.277777,5.99,21711,143
2014,8,22,4,18.027777,5.99,21801,162
2014,8,23,5,17.222222,5.99,21639,158
2014,8,24,6,17.888888,5.99,21481,229
2014,8,25,0,17.111111,5.99,21517,194
2014,8,26,1,17.888888,5.99,21558,164
2014,8,27,2,19.388888,5.99,21640,175
2014,8,28,3,17.777777,5.99,21672,136
2014,8,29,4,18.277777,5.99,21755,148
2014,8,30,5,20.861111,5.99,21607,144
2014,8,31,6,19.388888,5.99,21463,188
2014,9,2,1,18.138888,5.99,21580,234
2014,9,3,2,17.222222,5.99,21604,187
2014,9,4,3,16.722222,5.99,21682,194
2014,9,5,4,16.722222,5.99,21725,166
2014,9,6,5,16.111111,5.99,21559,187
2014,9,7,6,15.611111,5.99,21372,231
2014,9,8,0,15,5.99,21435,223
2014,9,9,1,15.611111,5.99,21459,176
2014,9,10,2,17.777777,5.99,21519,165
2014,9,11,3,18.888888,5.99,21564,139
2014,9,12,4,19.388888,5.99,21638,142
2014,9,13,5,18.277777,5.99,21496,156
2014,9,14,6,17.777777,5.99,21340,234
2014,9,15,0,18.583333,5.99,21361,184
2014,9,16,1,18.277777,5.99,21438,190
2014,9,17,2,21.111111,5.99,21465,146
2014,9,18,3,21,5.99,21529,139
2014,9,19,4,18.583333,5.99,21593,132
2014,9,20,5,17.777777,5.99,21461,159
2014,9,21,6,17.888888,5.99,21302,206
2014,9,22,0,18,5.99,21342,175
2014,9,23,1,18.888888,5.99,21385,147
2014,9,24,2,19.388888,5.99,21434,125
2014,9,25,3,16.722222,5.99,21540,160
2014,9,26,4,16.722222,5.99,21576,125
2014,9,27,5,17,5.99,21451,141
2014,9,28,6,16.055555,5.99,21310,222
2014,9,29,0,16,5.99,21279,120
2014,9,30,1,16.111111,5.99,21374,144
2014,10,1,2,19.388888,5.99,21442,141
2014,10,2,3,21.666666,5.99,21529,157
2014,10,3,4,22.25,5.99,21609,166
2014,10,4,5,22.5,5.99,21443,170
2014,10,5,6,20.861111,5.99,21273,218
2014,10,6,0,18.888888,5.99,21325,199
2014,10,7,1,16.111111,5.99,21386,189
2014,10,8,2,18.277777,5.99,21426,158
2014,10,9,3,16.111111,5.99,21487,148
2014,10,10,4,14.694444,5.99,21573,163
2014,10,11,5,16.111111,5.99,21410,139
2014,10,12,6,21.722222,5.99,21271,209
2014,10,13,0,18.888888,5.99,21300,167
2014,10,14,1,18.277777,5.99,21357,153
2014,10,15,2,17.777777,5.99,21429,154
2014,10,16,3,15,5.99,21505,159
2014,10,17,4,17.777777,5.99,21563,146
2014,10,18,5,17.5,5.99,21417,154
2014,10,19,6,15,5.99,21263,216
2014,10,20,0,16.111111,5.99,21309,191
2014,10,21,1,15,5.99,21383,194
2014,10,22,2,16.722222,5.99,21426,166
2014,10,23,3,16.111111,5.99,21453,122
2014,10,24,4,16.111111,5.99,21533,131
2014,10,25,5,17.222222,5.99,21402,187
2014,10,26,6,13.277777,5.99,21215,235
2014,10,27,0,13.583333,5.99,21249,198
2014,10,28,1,15,5.99,21269,147
2014,10,29,2,16.722222,5.99,21332,139
2014,10,30,3,16.722222,5.99,21415,151
2014,10,31,4,13.638888,5.99,21458,123
2014,11,1,5,11.722222,5.99,21335,243
2014,11,2,6,11.972222,5.99,21092,246
2014,11,3,0,12.75,5.99,21124,207
2014,11,4,1,14.388888,5.99,21180,192
2014,11,5,2,15.555555,5.99,21251,192
2014,11,6,3,15.861111,5.99,21295,165
2014,11,7,4,13,5.99,21349,148
2014,11,8,5,15,5.99,21201,220
2014,11,9,6,14.388888,5.99,20981,235
2014,11,10,0,11.111111,5.99,21071,254
2014,11,11,1,14.138888,5.99,21090,202
2014,11,12,2,15.611111,5.99,21116,157
2014,11,13,3,14.694444,5.99,21188,158
2014,11,14,4,12.777777,5.99,21242,141
2014,11,15,5,11.722222,5.99,21101,209
2014,11,16,6,12.888888,5.99,20892,282
2014,11,17,0,11.361111,5.99,20884,203
2014,11,18,1,13.888888,5.99,20904,152
2014,11,19,2,13.888888,5.99,20980,157
2014,11,20,3,12.777777,5.99,21052,158
2014,11,21,4,12.777777,5.99,21181,216
2014,11,22,5,13.888888,5.99,20965,166
2014,11,23,6,10,5.99,20799,225
2014,11,24,0,10.305555,5.99,20865,220
2014,11,25,1,11.972222,5.99,20924,208
2014,11,26,2,12.5,5.99,20936,149
2014,11,28,4,7.777777,5.99,21253,136
2014,11,29,5,12.777777,5.99,21117,183
2014,11,30,6,12.222222,5.99,21226,221
2014,12,1,0,12.777777,5.99,21266,190
2014,12,2,1,13,5.99,21286,139
2014,12,3,2,15.611111,5.99,21375,157
2014,12,4,3,15.611111,5.99,21464,175
2014,12,5,4,15.611111,5.99,21516,156
2014,12,6,5,15,5.99,21360,196
2014,12,7,6,12,5.99,21495,260
2014,12,8,0,15,5.99,21511,205
2014,12,9,1,13.888888,5.99,21595,218
2014,12,10,2,13.583333,5.99,21692,244
2014,12,11,3,14,5.99,21616,97
2014,12,12,4,10,5.99,21790,200
2014,12,13,5,8.944444,5.99,21590,215
2014,12,14,6,11.722222,5.99,21693,247
2014,12,15,0,10.611111,5.99,21727,210
2014,12,16,1,11,5.99,21780,192
2014,12,17,2,10.611111,5.99,21855,196
2014,12,18,3,12.222222,5.99,21896,166
2014,12,19,4,12.777777,5.99,21962,161
2014,12,20,5,14,5.99,21801,205
2014,12,21,6,15,5.99,21900,233
2014,12,22,0,14.388888,5.99,21992,254
2014,12,23,1,11.722222,5.99,22001,192
2014,12,24,2,9.388888,5.99,22021,141
2014,12,26,4,8.277777,5.99,22128,177
2014,12,27,5,6.166666,5.99,21951,136
2014,12,28,6,8.277777,5.99,22024,138
2014,12,29,0,8,5.99,22137,180
2014,12,30,1,7.5,5.99,22283,255
2014,12,31,2,6.111111,5.99,22277,178
2015,1,2,4,4.5,5.99,22348,178
2015,1,3,5,5.861111,5.99,22170,222
2015,1,4,6,6.972222,5.99,21948,283
2015,1,5,0,8.583333,5.99,21929,193
2015,1,6,1,9.138888,5.99,21988,181
2015,1,7,2,10.555555,5.99,22100,222
2015,1,8,3,11.416666,5.99,22137,188
2015,1,9,4,11.972222,5.99,22192,172
2015,1,10,5,10.305555,5.99,22020,198
2015,1,11,6,8.277777,5.99,21822,248
2015,1,12,0,9.694444,5.99,21882,237
2015,1,13,1,8.277777,5.99,21887,171
2015,1,14,2,9.388888,5.99,21961,174
2015,1,15,3,11.111111,5.99,22021,163
2015,1,16,4,11.416666,5.99,22098,169
2015,1,17,5,10.611111,5.99,21929,174
2015,1,18,6,11.972222,5.99,21755,264
2015,1,19,0,12.222222,5.99,21491,214
2015,1,20,1,9,5.99,21564,216
2015,1,21,2,8.888888,5.99,21596,177
2015,1,22,3,8.027777,5.99,21686,196
2015,1,23,4,12.25,5.99,21711,150
2015,1,24,5,12.5,5.99,21561,192
2015,1,25,6,10.305555,5.99,21369,255
2015,1,26,0,12.75,5.99,21371,186
2015,1,27,1,16.111111,5.99,21418,162
2015,1,28,2,11.972222,5.99,21459,132
2015,1,29,3,9.694444,5.99,21543,145
2015,1,30,4,10.611111,5.99,21638,169
2015,1,31,5,13.833333,5.99,21469,212
2015,2,1,6,11.972222,5.99,21257,175
2015,2,2,0,13.277777,5.99,21372,219
2015,2,3,1,13.583333,5.99,21400,176
2015,2,4,2,12.222222,5.99,21486,191
2015,2,5,3,13.888888,5.99,21542,176
2015,2,6,4,16,5.99,21603,166
2015,2,7,5,17.222222,5.99,21437,254
2015,2,8,6,16.111111,5.99,21183,261
2015,2,9,0,13.944444,5.99,21240,247
2015,2,10,1,10.611111,5.99,21288,224
2015,2,11,2,14.388888,5.99,21326,191
2015,2,12,3,14.75,5.99,21361,155
2015,2,13,4,15,5.99,21463,186
2015,2,14,5,15.611111,5.99,21277,180
2015,2,15,6,15,5.99,21097,194
2015,2,16,0,13.888888,5.99,20903,210
2015,2,17,1,13.277777,5.99,20970,206
2015,2,18,2,13.277777,5.99,20985,150
2015,2,19,3,13,5.99,21053,147
2015,2,20,4,13.444444,5.99,21115,138
2015,2,21,5,13,5.99,20977,145
2015,2,22,6,13.277777,5.99,20832,223
2015,2,23,0,12.222222,5.99,20878,198
2015,2,24,1,11.722222,5.99,20935,184
2015,2,25,2,12.5,5.99,21001,179
2015,2,26,3,13.888888,5.99,21056,163
2015,2,27,4,12.222222,5.99,21106,142
2015,2,28,5,10,5.99,20964,177
2015,3,1,6,11.111111,5.99,20787,228
2015,3,2,0,10.861111,5.99,20811,181
2015,3,3,1,11.416666,5.99,20909,208
2015,3,4,2,12.5,5.99,20960,188
2015,3,5,3,14.444444,5.99,21049,206
2015,3,6,4,13.888888,5.99,21112,198
2015,3,7,5,14.138888,5.99,20914,211
2015,3,8,6,12.222222,5.99,20703,208
2015,3,9,0,12.888888,5.99,20938,372
2015,3,10,1,12.777777,5.99,20832,195
2015,3,11,2,13.888888,5.99,20882,174
2015,3,12,3,15.611111,5.99,20955,176
2015,3,13,4,17.777777,5.99,21000,150
2015,3,14,5,21.972222,5.99,20850,202
2015,3,15,6,18.888888,5.99,20648,231
2015,3,16,0,16.861111,5.99,20698,210
2015,3,17,1,15,5.99,20735,176
2015,3,18,2,13.888888,5.99,20779,149
2015,3,19,3,15.305555,5.99,20822,121
2015,3,20,4,14.138888,5.99,20911,139
2015,3,21,5,14.388888,5.99,20772,180
2015,3,22,6,15,5.99,20592,249
2015,3,23,0,13.277777,5.99,20622,208
2015,3,24,1,14.388888,5.99,20643,158
2015,3,25,2,14.388888,5.99,20708,152
2015,3,26,3,18.277777,5.99,20763,136
2015,3,27,4,15.611111,5.99,20871,173
2015,3,28,5,15.861111,5.99,20698,154
2015,3,29,6,16.111111,5.99,20544,201
2015,3,30,0,14.138888,5.99,20595,181
2015,3,31,1,13.583333,5.99,20678,193
2015,4,1,2,12.5,5.99,20717,161
2015,4,2,3,14.194444,5.99,20792,165
2015,4,3,4,12.5,5.99,20627,187
2015,4,4,5,11.416666,5.99,20440,184
2015,4,6,0,12.777777,5.99,20577,250
2015,4,7,1,11.972222,5.99,20602,204
2015,4,8,2,12.611111,5.99,20687,218
2015,4,9,3,13.583333,4.988405,21167,627
2015,4,10,4,14.138888,4.99,21147,536
2015,4,11,5,14.388888,4.99,20611,518
2015,4,12,6,15.555555,4.99,20093,681
2015,4,13,0,13.277777,4.988249,20054,571
2015,4,14,1,12.777777,4.99,20060,506
2015,4,15,2,15.861111,4.99,20107,482
2015,4,16,3,18.027777,4.99,20099,403
2015,4,17,4,16.416666,4.99,20181,414
2015,4,18,5,13.138888,4.99,19767,580
2015,4,19,6,13,4.99,19187,541
2015,4,20,0,13.888888,4.99,19313,596
2015,4,21,1,14.194444,4.99,19226,438
2015,4,22,2,13.277777,4.99,19237,378
2015,4,23,3,13.277777,4.99,19334,404
2015,4,24,4,14.194444,4.99,19398,397
2015,4,25,5,13.277777,4.99,19001,461
2015,4,26,6,15.305555,4.99,18540,498
2015,4,27,0,16.416666,4.99,18527,414
2015,4,28,1,14.388888,4.99,18522,338
2015,4,29,2,15,4.99,18583,328
2015,4,30,3,22.777777,4.99,18600,274
2015,5,1,4,19.5,4.99,18752,355
2015,5,2,5,14.388888,4.99,18397,415
2015,5,3,6,13.888888,4.99,17982,522
2015,5,4,0,13.277777,5.99,17731,200
2015,5,5,1,13.888888,5.99,17755,153
2015,5,6,2,13.888888,5.99,17824,151
2015,5,7,3,12.777777,5.99,17915,171
2015,5,8,4,14.138888,5.99,18005,190
2015,5,9,5,13,5.99,17815,174
2015,5,10,6,13.277777,5.99,17641,173
2015,5,11,0,13.027777,5.99,17795,256
2015,5,12,1,13.277777,5.99,17788,178
2015,5,13,2,13.888888,5.99,17854,173
2015,5,14,3,13,5.99,17908,156
2015,5,15,4,13,5.99,17981,158
2015,5,16,5,12.777777,5.99,17823,209
2015,5,17,6,13.888888,5.99,17614,227
2015,5,18,0,13.888888,5.99,17675,217
2015,5,19,1,14,5.99,17705,176
2015,5,20,2,14.388888,5.99,17774,174
2015,5,21,3,15,5.99,17832,161
2015,5,22,4,14,5.99,17909,167
2015,5,23,5,14.388888,5.99,17742,188
2015,5,24,6,14.138888,5.99,17554,177
2015,5,26,1,14.388888,5.99,17691,243
2015,5,27,2,14.388888,5.99,17731,212
2015,5,28,3,13.888888,5.99,17760,170
2015,5,29,4,13.888888,5.99,17801,140
2015,5,30,5,13.944444,5.99,17661,173
2015,5,31,6,15.5,5.99,17488,217
2015,6,1,0,17.222222,5.99,17551,209
2015,6,2,1,16.055555,5.99,17617,204
2015,6,3,2,14.694444,5.99,17642,158
2015,6,4,3,15.861111,5.99,17724,169
2015,6,5,4,17.5,5.99,17812,186
2015,6,6,5,16.416666,5.99,17626,191
2015,6,7,6,18.944444,5.99,17435,188
2015,6,8,0,23.944444,5.99,17539,221
2015,6,9,1,21.722222,5.99,17555,166
2015,6,10,2,20.611111,5.99,17648,188
2015,6,11,3,17.111111,5.99,17693,162
2015,6,12,4,20.611111,5.99,17779,177
2015,6,13,5,18.277777,5.99,17602,153
2015,6,14,6,14.388888,5.99,17449,200
2015,6,15,0,14.694444,5.99,17501,181
2015,6,16,1,16.722222,5.99,17569,178
2015,6,17,2,16.666666,5.99,17656,194
2015,6,18,3,17.222222,5.99,17699,166
2015,6,19,4,16.111111,5.99,17747,143
2015,6,20,5,20,5.99,17604,168
2015,6,21,6,15.611111,5.99,17436,165
2015,6,22,0,15.805555,5.99,17523,181
2015,6,23,1,17.777777,5.99,17588,175
2015,6,24,2,17.777777,5.99,17619,135
2015,6,25,3,22.25,5.99,17700,145
2015,6,26,4,20,5.99,17748,122
2015,6,27,5,19.694444,5.99,17626,155
2015,6,28,6,18.277777,5.99,17471,205
2015,6,29,0,17.777777,5.99,17530,193
2015,6,30,1,22.222222,5.99,17581,173
2015,7,1,2,22.222222,5.99,17656,177
2015,7,2,3,20,5.99,17729,179
2015,7,3,4,18.888888,5.99,17825,204
2015,7,5,6,17.222222,5.99,17621,216
2015,7,6,0,19,5.99,17726,250
2015,7,7,1,18.888888,5.99,17725,178
2015,7,8,2,17,5.99,17795,177
2015,7,9,3,17.777777,5.99,17895,206
2015,7,10,4,18.027777,5.99,17928,168
2015,7,11,5,18.027777,5.99,17760,194
2015,7,12,6,19.138888,5.99,17566,202
2015,7,13,0,18.888888,5.99,17643,208
2015,7,14,1,17.111111,5.99,17693,187
2015,7,15,2,18.277777,5.99,17761,184
2015,7,16,3,17.777777,5.99,17822,174
2015,7,17,4,18.277777,5.99,17876,157
2015,7,18,5,19.388888,5.99,17719,167
2015,7,19,6,22.5,5.99,17552,219
2015,7,20,0,22.222222,5.99,17621,217
2015,7,21,1,17.777777,5.99,17660,185
2015,7,22,2,17.222222,5.99,17709,163
2015,7,23,3,16.416666,5.99,17780,163
2015,7,24,4,18.277777,5.99,17848,160
2015,7,25,5,17,5.99,17688,172
2015,7,26,6,19.138888,5.99,17516,220
2015,7,27,0,21.416666,5.99,17607,240
2015,7,28,1,24.388888,5.99,17586,148
2015,7,29,2,21.944444,5.99,17645,136
2015,7,30,3,20.305555,5.99,17730,150
2015,7,31,4,18.277777,5.99,17796,145
2015,8,1,5,18.583333,5.99,17651,144
2015,8,2,6,19.138888,5.99,17507,224
2015,8,3,0,18.583333,5.99,17591,237
2015,8,4,1,19.444444,5.99,17619,194
2015,8,5,2,19.138888,5.99,17683,187
2015,8,6,3,18.944444,5.99,17783,216
2015,8,7,4,19.388888,5.99,17801,163
2015,8,8,5,18,5.99,17638,165
2015,8,9,6,19.388888,5.99,17473,234
2015,8,10,0,18.583333,5.99,17534,224
2015,8,11,1,18,5.99,17592,211
2015,8,12,2,20,5.99,17653,201
2015,8,13,3,19.388888,5.99,17689,166
2015,8,14,4,18.583333,5.99,17762,168
2015,8,15,5,24.138888,5.99,17594,201
2015,8,16,6,25,5.99,17393,231
2015,8,17,0,22.777777,5.99,17467,234
2015,8,18,1,18.277777,5.99,17507,203
2015,8,19,2,18,5.99,17563,188
2015,8,20,3,18.888888,5.99,17620,174
2015,8,21,4,17.222222,5.99,17673,156
2015,8,22,5,16.722222,5.99,17517,210
2015,8,23,6,17.5,5.99,17307,238
2015,8,24,0,18.888888,5.99,17378,238
2015,8,25,1,17.5,5.99,17364,153
2015,8,26,2,20.611111,5.99,17462,180
2015,8,27,3,23.277777,5.99,17495,142
2015,8,28,4,23.055555,5.99,17541,117
2015,8,29,5,19.694444,5.99,17424,188
2015,8,30,6,19.194444,5.99,17236,245
2015,8,31,0,18.583333,5.99,17247,185
2015,9,1,1,17.777777,5.99,17260,127
2015,9,2,2,18.277777,5.99,17356,152
2015,9,3,3,17.222222,5.99,17481,206
2015,9,4,4,16.722222,5.99,17513,167
2015,9,5,5,18.583333,5.99,17346,169
2015,9,6,6,20.611111,5.99,17177,215
2015,9,8,1,25.305555,5.99,17311,278
2015,9,9,2,24.388888,5.99,17316,212
2015,9,10,3,23.888888,5.99,17340,165
2015,9,11,4,21.722222,5.99,17405,159
2015,9,12,5,18.888888,5.99,17246,206
2015,9,13,6,19.138888,5.99,17040,228
2015,9,14,0,18.888888,5.99,17101,218
2015,9,15,1,17.222222,5.99,17127,173
2015,9,16,2,17.777777,5.99,17157,132
2015,9,17,3,17.222222,5.99,17269,173
2015,9,18,4,18.027777,5.99,17321,154
2015,9,19,5,21.972222,5.99,17167,172
2015,9,20,6,23.888888,5.99,16995,246
2015,9,21,0,23.277777,5.99,17018,198
2015,9,22,1,17.777777,5.99,17019,128
2015,9,23,2,19.138888,5.99,17171,209
2015,9,24,3,21.861111,5.99,17182,149
2015,9,25,4,19.388888,5.99,17233,129
2015,9,26,5,19.138888,5.99,17104,195
2015,9,27,6,18.888888,5.99,16909,206
2015,9,28,0,16.722222,5.99,16976,202
2015,9,29,1,16.111111,5.99,17000,155
2015,9,30,2,17.222222,5.99,17057,141
2015,10,1,3,17.222222,5.99,17170,183
2015,10,2,4,16.666666,5.99,17221,163
2015,10,3,5,14.388888,5.99,17058,237
2015,10,4,6,17.222222,5.99,16821,234
2015,10,5,0,18.277777,5.99,16906,248
2015,10,6,1,17.5,5.99,16913,184
2015,10,7,2,17.5,5.99,16963,163
2015,10,8,3,20.611111,5.99,17057,186
2015,10,9,4,18.888888,5.99,17122,180
2015,10,10,5,16.722222,5.99,16942,207
2015,10,11,6,17.222222,5.99,16735,269
2015,10,12,0,21.972222,5.99,16770,233
2015,10,13,1,22.777777,5.99,16810,202
2015,10,14,2,21.722222,5.99,16841,162
2015,10,15,3,18.888888,5.99,16898,148
2015,10,16,4,17.5,5.99,16954,133
2015,10,17,5,17.222222,5.99,16821,189
2015,10,18,6,16.972222,5.99,16632,268
2015,10,19,0,16.111111,5.99,16652,217
2015,10,20,1,17.777777,5.99,16676,170
2015,10,21,2,17.75,5.99,16737,160
2015,10,22,3,17.222222,5.99,16802,154
2015,10,23,4,18.583333,5.99,16870,151
2015,10,24,5,16.111111,5.99,16719,206
2015,10,25,6,16.972222,5.99,16513,256
2015,10,26,0,15.805555,5.99,16525,197
2015,10,27,1,17.25,5.99,16563,164
2015,10,28,2,16.722222,5.99,16616,146
2015,10,29,3,15.611111,5.99,16732,191
2015,10,30,4,17.222222,5.99,16758,146
2015,10,31,5,16.416666,5.99,16612,200
2015,11,1,6,17.888888,5.99,16412,260
2015,11,2,0,14,5.99,16442,219
2015,11,3,1,11,5.99,16507,213
2015,11,4,2,13.277777,5.99,16563,198
2015,11,5,3,12.5,5.99,16607,171
2015,11,6,4,11.944444,5.99,16706,199
2015,11,7,5,11.722222,5.99,16507,259
2015,11,8,6,13.583333,5.99,16248,283
2015,11,9,0,10.305555,5.99,16325,289
2015,11,10,1,9.694444,5.99,16373,266
2015,11,11,2,10.861111,5.99,16410,232
2015,11,12,3,10.611111,5.99,16401,152
2015,11,13,4,10.861111,5.99,16515,195
2015,11,14,5,11.111111,5.99,16320,224
2015,11,15,6,11.722222,5.99,16096,246
2015,11,16,0,10.305555,5.99,16201,280
2015,11,17,1,11.972222,5.99,16211,219
2015,11,18,2,12.777777,5.99,16214,151
2015,11,19,3,13.888888,5.99,16292,158
2015,11,20,4,13.583333,5.99,16402,197
2015,11,21,5,10.611111,5.99,16205,203
2015,11,22,6,13.888888,5.99,16002,234
2015,11,23,0,11.722222,5.99,16074,235
2015,11,24,1,10.305555,5.99,16155,245
2015,11,25,2,7.222222,5.99,16278,297
2015,11,27,4,7.25,5.99,16201,149
2015,11,28,5,5.861111,5.99,16052,183
2015,11,29,6,6.416666,5.99,15869,232
2015,11,30,0,8.888888,5.99,15941,233
2015,12,1,1,9.138888,5.99,15961,182
2015,12,2,2,10,5.99,16049,199
2015,12,3,3,12.222222,5.99,16094,173
2015,12,4,4,9.694444,5.99,16177,185
2015,12,5,5,11.111111,5.99,15992,239
2015,12,6,6,15,5.99,15753,246
2015,12,7,0,13,5.99,15801,223
2015,12,8,1,14.444444,5.99,15860,211
2015,12,9,2,15,5.99,15874,154
2015,12,10,3,15,5.99,15969,178
2015,12,11,4,11.111111,5.99,16049,187
2015,12,12,5,10.555555,5.99,15862,230
2015,12,13,6,11.111111,5.99,15632,252
2015,12,14,0,8.833333,5.99,15668,217
2015,12,15,1,8.333333,5.99,15711,189
2015,12,16,2,8.333333,5.99,15811,218
2015,12,17,3,9.694444,5.99,15852,188
2015,12,18,4,11.722222,5.99,15932,197
2015,12,19,5,11.111111,5.99,15735,181
2015,12,20,6,10.555555,5.99,15554,317
2015,12,21,0,14.388888,5.99,15558,250
2015,12,22,1,15,5.99,15643,264
2015,12,23,2,10.305555,5.99,15742,292
2015,12,24,3,7.777777,5.99,15728,207
2015,12,26,5,6.416666,5.99,15521,180
2015,12,27,6,7.222222,5.99,15629,217
2015,12,28,0,6.111111,5.99,15730,247
2015,12,29,1,5.611111,5.99,15803,249
2015,12,30,2,8.888888,5.99,15878,253
2015,12,31,3,7.777777,5.99,15928,232
2016,1,2,5,8.277777,5.99,15696,242
2016,1,3,6,10,5.99,15454,275
2016,1,4,0,12.75,5.99,15439,189
2016,1,5,1,11.722222,5.99,15554,233
2016,1,6,2,10,5.99,15610,218
2016,1,7,3,8.888888,5.99,15691,228
2016,1,8,4,10.611111,5.99,15727,193
2016,1,9,5,11.111111,5.99,15534,245
2016,1,10,6,10.611111,5.99,15289,252
2016,1,11,0,12.25,5.99,15285,177
2016,1,12,1,14.138888,5.99,15406,227
2016,1,13,2,13.277777,5.99,15434,184
2016,1,14,3,12.222222,5.99,15507,186
2016,1,15,4,12.222222,5.99,15587,195
2016,1,16,5,13.888888,5.99,15392,253
2016,1,17,6,14.388888,5.99,15485,275
2016,1,18,0,13.888888,5.99,15210,241
2016,1,19,1,13.888888,5.99,15247,207
2016,1,20,2,12.222222,5.99,15279,168
2016,1,21,3,16.722222,5.99,15351,169
2016,1,22,4,15,5.99,15426,173
2016,1,23,5,12.222222,5.99,15253,254
2016,1,24,6,8.888888,5.99,14999,250
2016,1,25,0,11.722222,5.99,15044,224
2016,1,26,1,11.111111,5.99,15102,211
2016,1,27,2,11.111111,5.99,15143,181
2016,1,28,3,15,5.99,15235,202
2016,1,29,4,15,5.99,15294,190
2016,1,30,5,12.222222,5.99,15104,212
2016,1,31,6,10,5.99,14892,303
2016,2,1,0,8.583333,5.99,14893,233
2016,2,2,1,7.75,5.99,14898,167
2016,2,3,2,11.111111,5.99,14970,168
2016,2,4,3,10.861111,5.99,15082,209
2016,2,5,4,11.055555,5.99,15165,221
2016,2,6,5,11.972222,5.99,14944,238
2016,2,7,6,15.805555,5.99,14706,219
